city,link,name,location,eventName
belo-horizonte-mg,https://www.sympla.com.br/curso-departamento-pessoal-com-mastermaq-ng-folha__115404,Simone Soares,sympla,CURSO DEPARTAMENTO PESSOAL COM MASTERMAQ NG FOLHA
belo-horizonte-mg,https://www.sympla.com.br/curso-de-formacao-completa-em-pilates---turma-25__115793,O2 Fiti,sympla,Curso de Formação Completa em Pilates - Turma 25 
belo-horizonte-mg,https://www.sympla.com.br/baile-da-favorita-com-nego-do-borel--convidados__112718,ITS SHOOOW TIME!,sympla,Baile da Favorita com Nego do Borel + convidados
belo-horizonte-mg,https://www.sympla.com.br/cervejada-dce-liberdade__116454,DCE PUC MINAS - LIBERDADE,sympla,Cervejada DCE Liberdade
belo-horizonte-mg,https://www.sympla.com.br/confisco-run__116445,luiz claudio mendonça,sympla,confisco run
belo-horizonte-mg,https://www.sympla.com.br/treinamento-inicial-rede-imvista__116478,Rede Imvista Negócios Imobiliários,sympla,Treinamento Inicial Rede Imvista
belo-horizonte-mg,https://www.sympla.com.br/curso-de-sistemas-de-gestao-integrada---iso-90012015-iso-140012015-e-ohsas-180012007__116593,UBQ - União Brasileira para a Qualidade,sympla,Curso de Sistemas de Gestão Integrada - ISO 9001:2015, ISO 14001:2015 e OHSAS 18001:2007
belo-horizonte-mg,https://www.sympla.com.br/pre-carnaval-maes-em-movimento-e-mommys-do-face-2017__116761,VITÓRIA BRITO GOULART,sympla,Pré-Carnaval Mães em Movimento e Mommys do Face 2017
belo-horizonte-mg,https://www.sympla.com.br/eco-mobili-design-lanca-linha-pet-tobias-o-tal__114108,Eco Mobili Design,sympla,Eco Mobili Design lança linha Pet: Tobias, O Tal!
belo-horizonte-mg,https://www.sympla.com.br/sala-de-reboco---trio-virgulino--baiao-cacula--dj-flavio-bruno__116055,Lapa Ação Cultural,sympla,Sala de Reboco - Trio Virgulino + Baião Caçula + DJ Flávio Bruno
belo-horizonte-mg,https://www.sympla.com.br/dvd-pegadas-live__116898,Produção Kabana,sympla,DVD PEGADAS LIVE
