city,link,name,location,eventName
sao-paulo-sp,https://www.sympla.com.br/forum-de-desenvolvedores-tela-viva-movel-2017__117110,Mobile Time,sympla,Forum de Desenvolvedores Tela Viva Móvel 2017
sao-paulo-sp,https://www.sympla.com.br/tudo-e-brincadeira-no-carnaval__117193,Tudo é Brincadeira,sympla,Tudo é Brincadeira no Carnaval!
sao-paulo-sp,https://www.sympla.com.br/imersao-em-teatro-musical__117411,leticia M Reis,sympla,Imersão em Teatro Musical
sao-paulo-sp,https://www.sympla.com.br/mastertech-demoday__117423,MasterTech,sympla,MasterTech: DemoDay
sao-paulo-sp,https://www.sympla.com.br/empreendedorismo---desenvolvendo-negocios-inovadores-usando-canvas__117461,Distrito,sympla,Empreendedorismo - Desenvolvendo Negócios Inovadores usando Canvas
sao-paulo-sp,https://www.sympla.com.br/startup-tour-marketing-p-e-commerce-23fev__117489,Empoderoff Tour Startup,sympla,Startup Tour (Marketing p/ E-commerce) 23/fev
sao-paulo-sp,https://www.sympla.com.br/curso-start__117568,Desprograme,sympla,Curso Start 
sao-paulo-sp,https://www.sympla.com.br/workshop---gamificacao-com-imersao-narrativa__108882,Escola Brasileira de Games,sympla,Workshop - Gamificação com Imersão Narrativa
sao-paulo-sp,https://www.sympla.com.br/intimacy---congresso-internacional-de-psicanalise__113718,Eduardo Dechichi,sympla,Intimacy - Congresso Internacional de Psicanálise
sao-paulo-sp,https://www.sympla.com.br/visual-studio-summit-2017__116054,2PC,sympla,Visual Studio Summit 2017
sao-paulo-sp,https://www.sympla.com.br/palestra-gratuita-produtividade---acelere-seus-resultados__116106,Gescon Empresarial,sympla,Palestra Gratuita: Produtividade - Acelere seus resultados!
sao-paulo-sp,https://www.sympla.com.br/carnarock--shots-free-de-cachaca--double-chopp-ate-1h-__116166,Beco 203 São Paulo,sympla,CarnaRock! ♦ Shots Free de Cachaça ♦ Double Chopp até 1h ♦
sao-paulo-sp,https://www.sympla.com.br/aula-the-school-of-life-sp---como-lidar-com-as-emocoes__113311,The School of Life,sympla,Aula The School of Life SP - Como Lidar com as Emoções
sao-paulo-sp,https://www.sympla.com.br/empreendedorismo-na-pratica__115107,Alberto Parada,sympla,Empreendedorismo na prática 
sao-paulo-sp,https://www.sympla.com.br/lideranca-estrategica-in-coaching__110020,OD Training Coaching e Consultoria,sympla,Liderança Estratégica In Coaching 
sao-paulo-sp,https://www.sympla.com.br/sacadas-de-negocios-no-circo__115064,Paola Tucunduva,sympla,Sacadas de negócios no Circo
sao-paulo-sp,https://www.sympla.com.br/aspectos-legais-no-desenvolvimento-de-startups-no-brasil-conceitos-elementares-para-empreendedores__116236,Cloud Coaching,sympla,Aspectos legais no desenvolvimento de startups no Brasil: conceitos elementares para empreendedores
sao-paulo-sp,https://www.sympla.com.br/mapeando-valores-e-habilidades__116622,Thais Roque,sympla,Mapeando Valores e Habilidades
sao-paulo-sp,https://www.sympla.com.br/transporte-provas-puc-minas-polo-sao-paulo---18022017__116671,Colégio Marajoara,sympla,Transporte Provas Puc Minas Polo São Paulo - 18/02/2017
sao-paulo-sp,https://www.sympla.com.br/1-poxa-sapatao---lesbicas-futuristas__115748,POXA SAPATÃO,sympla,1# Poxa Sapatão / / Lésbicas Futuristas 
sao-paulo-sp,https://www.sympla.com.br/promocional-peca-teatral-o-monge-e-o-executivo---maio__116874,Vagner Molina,sympla,PROMOCIONAL PEÇA TEATRAL "O MONGE E O EXECUTIVO" - Maio
sao-paulo-sp,https://www.sympla.com.br/workshop-silhouette-softr__116945,Sinclair Pharma,sympla,WORKSHOP SILHOUETTE SOFT® 
sao-paulo-sp,https://www.sympla.com.br/pre-carnaval-bloquinho--buchecha---ensaio-aberto__117289,Lab Xperience,sympla,Pré-Carnaval: Bloquinho & Buchecha - Ensaio Aberto
sao-paulo-sp,https://www.sympla.com.br/feira-usp__117777,Sofia,sympla,Feira USP
sao-paulo-sp,https://www.sympla.com.br/como-alavancar-seus-resultados-atraves-do-uso-da-venda-de-valor__113956,Marcos Mylius,sympla,Como alavancar seus resultados através do uso da Venda de Valor
sao-paulo-sp,https://www.sympla.com.br/aplicando-inteligencia-de-mercado-na-venda-de-imoveis__115969,Educaimob,sympla,Aplicando inteligência de mercado na venda de imóveis
sao-paulo-sp,https://www.sympla.com.br/insights-da-neuroarquitetura-para-ambientes-de-trabalho-mais-produtivos__115101,BENCKE ARQUITETURA E CONSTRUÇÕES / QUALIDADE CORPORATIVA Smart Workplaces,sympla,INSIGHTS DA NEUROARQUITETURA PARA AMBIENTES DE TRABALHO MAIS PRODUTIVOS
sao-paulo-sp,https://www.sympla.com.br/visual-k---iii-edicao-feat-satsuki__116456,Tour in Hell,sympla,VISUAL K - III EDIÇAO Feat. Satsuki
sao-paulo-sp,https://www.sympla.com.br/5-encontro-gpesp--networking__112558,Organização GPESP ,sympla,5° Encontro GPESP / NETWORKING
sao-paulo-sp,https://www.sympla.com.br/curso-hands-on-de-rm-membros-inferiores__111252,Centro de Treinamento InRad HCFMUSP,sympla,CURSO HANDS ON DE RM MEMBROS INFERIORES
sao-paulo-sp,https://www.sympla.com.br/curso-acr-birads---enfoque-pratico-e-correlacao-com-ultrassonografia__111339,Centro de Treinamento InRad HCFMUSP,sympla,CURSO ACR BIRADS - ENFOQUE PRÁTICO E CORRELAÇÃO COM ULTRASSONOGRAFIA
sao-paulo-sp,https://www.sympla.com.br/curso-hands-on-de-radiologia-oncologica-hepatica__111333,Centro de Treinamento InRad HCFMUSP,sympla,CURSO HANDS ON DE RADIOLOGIA ONCOLOGICA HEPATICA
sao-paulo-sp,https://www.sympla.com.br/curso-de-analise-multidisciplinar-das-doencas-das-mamas-correlacao-anatomo-radiologica-clinica__111553,Centro de Treinamento InRad HCFMUSP,sympla,CURSO DE ANÁLISE MULTIDISCIPLINAR DAS DOENÇAS DAS MAMAS (CORRELAÇÃO ANÁTOMO RADIOLÓGICA CLÍNICA)
sao-paulo-sp,https://www.sympla.com.br/curso-hands-on-em-radiologia-toracica__111523,Centro de Treinamento InRad HCFMUSP,sympla,CURSO HANDS ON EM RADIOLOGIA TORÁCICA
sao-paulo-sp,https://www.sympla.com.br/iii-curso-de-atualizacao-em-rm__111561,Centro de Treinamento InRad HCFMUSP,sympla,III CURSO DE ATUALIZAÇÃO EM RM
sao-paulo-sp,https://www.sympla.com.br/storytelling---grupos-de-estudo__109975,SBAP - Sociedade Brasileira de Apresentações Profissionais,sympla,Storytelling - Grupos de Estudo
sao-paulo-sp,https://www.sympla.com.br/lancamento-do-livro--acerba-dor-com-decio-zylbersztajn__117694,Unibes Cultural,sympla,Lançamento do Livro " ACERBA DOR” Com DECIO ZYLBERSZTAJN
sao-paulo-sp,https://www.sympla.com.br/ciclo-de-palestras-univoz-cnv---comunicacao-nao-violenta__115284,Univoz Consultoria e Desenvolvimento de Pessoas,sympla,Ciclo de Palestras Univoz: CNV - Comunicação Não Violenta
sao-paulo-sp,https://www.sympla.com.br/colisoes---starterday--apresentacoes-e-happy-hour__117517,ACE,sympla,Colisões - StarterDay | apresentações e happy hour
sao-paulo-sp,https://www.sympla.com.br/bloco-das-abusadas-open-bar---precarnaval---sabado-1802__116121,Kalleo,sympla,Bloco das Abusadas OPEN BAR - PréCarnaval - Sábado 18.02
sao-paulo-sp,https://www.sympla.com.br/como-criar-sites-com-joomla__114616,Coworking Konfide,sympla,Como criar sites com Joomla!
sao-paulo-sp,https://www.sympla.com.br/hateen-beer-fest---saint-patricks-day__117791,BANDA DESCASO,sympla,HATEEN BEER FEST – Saint Patrick´s Day
sao-paulo-sp,https://www.sympla.com.br/integrando-o-feminino__117862,Delma Rodrigues (11) 98206-3003,sympla,Integrando o Feminino
sao-paulo-sp,https://www.sympla.com.br/festa-barbudos__117908,Santo Woof,sympla,Festa Barbudos
sao-paulo-sp,https://www.sympla.com.br/carnafunk---saude-e-veterinaria-vip__118001,Caio Capuano,sympla,CARNAFUNK - SAÚDE E VETERINARIA VIP
sao-paulo-sp,https://www.sympla.com.br/celebrating-friday__118095,Leo Marinho,sympla,Celebrating Friday
sao-paulo-sp,https://www.sympla.com.br/neurociencia-aplicada-a-educacao-como-o-cerebro-aprende__118124,FMU | FIAM FAAM,sympla,Neurociência aplicada à educação: como o cérebro aprende.
sao-paulo-sp,https://www.sympla.com.br/neuromarketing-e-sua-influencia-sobre-a-psicologia-do-consumidor__118195,FMU | FIAM FAAM,sympla,Neuromarketing e sua influência sobre a Psicologia do Consumidor
sao-paulo-sp,https://www.sympla.com.br/chapeleiro--friends__114548,CLUB A | DM7,sympla,CHAPELEIRO & FRIENDS
sao-paulo-sp,https://www.sympla.com.br/programa-essencial---modulo-1-diagnostico-e-mapeamento-de-conhecimento__115880,SBGC - Sociedade Brasileira de Gestão do Conhecimento,sympla,Programa Essencial - Módulo 1: Diagnóstico e Mapeamento de Conhecimento
sao-paulo-sp,https://www.sympla.com.br/jornalismo-esportivo-a-era-do-infotenimento-e-as-novas-praticas-no-webjornalismo__118207,FMU | FIAM FAAM,sympla,Jornalismo Esportivo: A era do Infotenimento e as novas práticas no webjornalismo.
sao-paulo-sp,https://www.sympla.com.br/meetup-de-empreendedorismo-social---inovacao-social-e-modelagem-de-negocios__118234,André Lara Resende,sympla,Meetup de Empreendedorismo Social - Inovação Social e Modelagem de Negócios
sao-paulo-sp,https://www.sympla.com.br/we-love-candy---open-bar__118337,MONO,sympla,We Love Candy - OPEN BAR
sao-paulo-sp,https://www.sympla.com.br/curso-hiit---fisiologia-e-prescricao-do-exercicio-intermitente-de-alta-intensidade__69810,Master Fit Cursos,sympla,Curso HIIT - Fisiologia e Prescrição do Exercício Intermitente de Alta Intensidade
sao-paulo-sp,https://www.sympla.com.br/curso-presencial-selecao-por-competencias-sp__118268,MB Capital Humano,sympla,Curso Presencial: Seleção por Competências (SP)
sao-paulo-sp,https://www.sympla.com.br/expo-noivas--festas-do-interior---espaco-do-bosque-sp__106441,Oje Eventos ,sympla,Expo Noivas & Festas do Interior - Espaço do Bosque SP
sao-paulo-sp,https://www.sympla.com.br/seminario-empresa-x-representante-comercial---sao-paulosp__117661,Grupo Affari,sympla,Seminário Empresa X Representante Comercial - São Paulo/SP
sao-paulo-sp,https://www.sympla.com.br/demonstracao-de-auto-lipo-manual-reducao-de-medida__117960,Jessica Saad,sympla,Demonstração de Auto Lipo Manual (redução de medida)
sao-paulo-sp,https://www.sympla.com.br/palestra-a-moda-esta-olhando-para-as-diferencas-com-dione-occhipinti__115901,AICI Brasil,sympla,Palestra ''A moda está olhando para as diferenças'' com Dione Occhipinti 
sao-paulo-sp,https://www.sympla.com.br/encontro-apoiadores---sao-paulo__117084,Alexandre Borges,sympla,Encontro Apoiadores - São Paulo
sao-paulo-sp,https://www.sympla.com.br/pedra-papel-e-estilete-o-stencil-no-cenario-urbano__118181,PULSA,sympla,Pedra, papel e estilete: O stencil no cenário urbano
sao-paulo-sp,https://www.sympla.com.br/terremoto-13-apresenta-aba-shanti-i---aniversario-de-3-anos-__107200,Equipe Terremoto,sympla,TERREMOTO #13 apresenta ABA SHANTI-I - Aniversário de 3 anos !
sao-paulo-sp,https://www.sympla.com.br/mundo-conectado-2017__117394,Mundo API,sympla,Mundo Conectado 2017
sao-paulo-sp,https://www.sympla.com.br/ciclo-de-vida-em-ojardim__115738,Movimenta#3 e Galeria Mezanino,sympla,Ciclo de Vida em OJardim 
sao-paulo-sp,https://www.sympla.com.br/3-festa-do-chopp-uniao-de-lojas__103560,AFFI - Associação Filosófica e Filantrópica Independência 119,sympla,3ª Festa do Chopp União de Lojas
sao-paulo-sp,https://www.sympla.com.br/empregabilidade-pj-ou-clt-autonomo-negocio-proprio-ou-franquia-__118421,Leo Bain, Sasson Saad, Valdir Costa Almeida,sympla,Empregabilidade (PJ ou CLT) Autônomo, Negócio próprio ou Franquia ?
sao-paulo-sp,https://www.sympla.com.br/educar-para-o-encantamento---manha__118451,Vivian Wrona Vainzof e Vivian Tempel Wroclawski,sympla,Educar Para o Encantamento - manhã
